Id,SalePrice
1461,108457.9853724142
1462,149083.77402674983
1463,179012.6358402341
1464,198162.32761018182
1465,193227.88471271802
1466,167933.2021284037
1467,183679.45985365362
1468,161471.76535881637
1469,189607.85278343412
1470,117063.96582288806
1471,170671.64026888413
1472,100583.1641244601
1473,95640.12448228861
1474,148537.9695670004
1475,117000.77526417073
1476,358157.42684066
1477,238972.73353669484
1478,282344.87591784535
1479,285149.2088740026
1480,565553.6660703385
1481,323206.70199849125
1482,197803.63758418628
1483,171377.81680413854
1484,163369.4552711561
1485,177772.64517939987
1486,189430.77364665933
1487,327972.31929752976
1488,221209.75818059454
1489,191210.66546660167
1490,243035.0809906812
1491,192976.73129665887
1492,103423.89504801636
1493,179814.4458592828
1494,279312.24038350757
1495,281366.8422003328
1496,240837.59563052907
1497,180539.91673652563
1498,189218.9751932642
1499,159224.0490226741
1500,157321.6550478378
1501,185143.22697799164
1502,156375.6317902861
1503,290115.64347811544
1504,240413.58883587416
1505,228714.67429757956
1506,187994.19702084112
1507,263920.1042872867
1508,195874.27442879282
1509,160492.24863903827
1510,142572.3238105376
1511,169507.54318446922
1512,171620.1155537041
1513,140651.0915945555
1514,153144.56264691037
1515,196257.21494242107
1516,143537.27925939605
1517,175377.65380968893
1518,129321.22788932799
1519,216395.99998542276
1520,127405.43744383391
1521,129615.66219084419
1522,171016.0790438245
1523,127069.13169025685
1524,114392.66688301
1525,121568.18887707448
1526,101615.30957808706
1527,107944.84464911609
1528,133887.2864354189
1529,153787.5655477
1530,208460.2897283639
1531,110749.4209836271
1532,96464.92380611051
1533,155002.88894165834
1534,124603.54479144739
1535,147495.92122654722
1536,110324.12811091288
1537,61216.30670954952
1538,135307.27010325785
1539,157056.47087695537
1540,74933.47158034657
1541,128615.94121255484
1542,162609.17019741796
1543,204916.09909087367
1544,91780.97869770505
1545,116361.49873501796
1546,144752.35934544023
1547,142516.70803467976
1548,135255.24288676825
1549,117251.6192258302
1550,134653.8165817572
1551,102866.31420351432
1552,147791.23755301393
1553,129176.43402524541
1554,122838.84079028628
1555,154412.72403711826
1556,86473.00960804347
1557,120327.81626122951
1558,110831.49901987304
1559,52260.65882107758
1560,126568.8744812767
1561,132868.3016503171
1562,133670.811126227
1563,120342.4887479929
1564,157732.33940610744
1565,143688.26723031944
1566,218310.14817347183
1567,81828.35341062678
1568,236708.14597171513
1569,149293.94583928224
1570,128966.02872564523
1571,114503.17050169452
1572,140508.61644617462
1573,186686.67718161317
1574,129234.69932434744
1575,238164.59474369735
1576,239397.5923345607
1577,174414.3274487751
1578,135905.13604039385
1579,145898.73841037325
1580,192474.85620745725
1581,158040.3365343209
1582,126971.71786565588
1583,306846.12768714066
1584,219519.85847873383
1585,137351.02514922596
1586,88853.22554923584
1587,101792.42956236398
1588,155913.41146447486
1589,99166.56058374522
1590,133840.09534901398
1591,88935.73079293407
1592,145924.78401714694
1593,123776.12157903885
1594,128978.35001209631
1595,105390.31224454114
1596,234021.37242277327
1597,204341.29349256045
1598,222921.70534861425
1599,162829.25023637677
1600,149795.77430465983
1601,74092.98268017375
1602,116811.92617840543
1603,66171.82928034035
1604,274118.5521201907
1605,229908.6390662803
1606,163640.27543390813
1607,182601.520299063
1608,197719.5208603422
1609,177042.9994287073
1610,149496.72556542067
1611,128841.87114196515
1612,173539.9967412082
1613,165083.80913892557
1614,114332.61159323785
1615,85158.3522726569
1616,75467.51403403128
1617,90662.64055291502
1618,140371.49298859664
1619,136328.88378151256
1620,162897.72781221732
1621,134365.13758078605
1622,151494.1091395905
1623,266266.50113807915
1624,209049.28511618523
1625,108771.83193962416
1626,164297.75156813016
1627,192678.75786591263
1628,280548.7665465475
1629,173273.60685211996
1630,403131.4161091958
1631,225842.5802065683
1632,247584.53319234314
1633,167191.99027965998
1634,185208.29966517352
1635,170575.19919688907
1636,153370.9909873074
1637,211960.56346190054
1638,164646.80149698464
1639,185268.7920017679
1640,245847.4547172252
1641,181061.76086811748
1642,252242.0399255753
1643,209187.33217206702
1644,226787.71152280708
1645,222243.6766278078
1646,158717.42286228374
1647,151831.43733572605
1648,131578.2039252753
1649,137451.31094566904
1650,113673.61082476852
1651,124157.16241373665
1652,100247.12898954598
1653,100440.62138289867
1654,149374.41610296938
1655,134797.50051315833
1656,140607.3111194998
1657,149258.6906122173
1658,147598.2483887842
1659,127482.70401228855
1660,156774.8012616528
1661,466683.3230610777
1662,408152.1035569199
1663,370707.47177847306
1664,485487.9770328402
1665,297328.92110900127
1666,333637.84869598213
1667,389038.53583423235
1668,343803.25805020035
1669,287137.42364505684
1670,333431.66269727325
1671,263667.4261696374
1672,457067.1580008425
1673,280104.5857971153
1674,230383.1606256897
1675,192607.3355315846
1676,185418.87495413903
1677,208635.99380624288
1678,512706.9992205085
1679,401698.85765611014
1680,316860.143749706
1681,236296.1478952131
1682,317079.2040265228
1683,185853.5667117246
1684,166389.89706194447
1685,170278.3746629243
1686,167173.63672187034
1687,161909.33763913566
1688,186917.636391276
1689,190067.803649001
1690,192803.7714956134
1691,181925.80960468756
1692,250821.2557781601
1693,157585.4516551222
1694,182184.52569772716
1695,166722.53876090323
1696,265544.2075496762
1697,172876.97398878346
1698,359010.20932834665
1699,313920.6597443754
1700,256098.94351435013
1701,261165.8345967758
1702,244085.51032739956
1703,240302.5105255615
1704,280224.06298754713
1705,230167.87272745822
1706,418815.4721501925
1707,215941.38523861815
1708,200665.47412719016
1709,253025.97371727932
1710,214371.2831873662
1711,263490.9484295836
1712,257808.0436004294
1713,285255.1619186274
1714,217748.80788598495
1715,205059.47105264157
1716,183235.3536921779
1717,173656.48530825393
1718,136643.67583947378
1719,212151.00043332472
1720,243273.3612489932
1721,149201.07260225495
1722,115817.78673905638
1723,146427.50815432376
1724,207088.63376555737
1725,240401.51662920017
1726,182907.9703081461
1727,149908.84358504857
1728,156235.63134942547
1729,164138.12455228448
1730,154170.07700126333
1731,118483.54792046349
1732,131542.19834068711
1733,111575.77034911716
1734,118930.96208049994
1735,119751.88790408589
1736,110797.99383718324
1737,303477.3692475708
1738,239166.09763918782
1739,250398.45608515508
1740,222068.0308060803
1741,192376.62034823128
1742,177255.43456300092
1743,182663.41292275517
1744,356883.82144209975
1745,221526.57822042351
1746,183299.90142015347
1747,211523.97837041458
1748,228543.07109003738
1749,142804.46493141624
1750,124666.95874291915
1751,242462.71594253246
1752,120190.01066210939
1753,152032.23882790937
1754,194622.3692321571
1755,162103.09734881538
1756,134742.46313701983
1757,120844.51318428504
1758,143054.3547246985
1759,155834.5110070689
1760,160877.95655919015
1761,140426.74628526432
1762,177344.48194168188
1763,178569.26810248333
1764,109572.2784632548
1765,139447.91649353743
1766,189538.40869143733
1767,225376.34861252716
1768,140359.77699619278
1769,164067.9226674928
1770,148511.41180579725
1771,126028.9194012042
1772,142831.06444393005
1773,120491.87084398362
1774,146900.87192009884
1775,140907.60032160752
1776,128792.20866027092
1777,108840.42537982106
1778,137952.13738273832
1779,144377.33876192945
1780,183835.8812694285
1781,124226.39436426191
1782,105436.33248440936
1783,145036.08754112408
1784,109102.75328457152
1785,126352.03441423831
1786,167662.6501681353
1787,156208.78203378178
1788,78780.0548016542
1789,100390.01607792216
1790,94529.43596341841
1791,196113.24749974778
1792,157953.18211385043
1793,135612.79388303455
1794,151672.46361481844
1795,139222.1694442508
1796,134808.74777222655
1797,112948.05906827483
1798,126114.14300309734
1799,109049.55697373922
1800,127661.40524871515
1801,130096.74037669868
